id,transactionID,entryType,entryDimen,accountCode,accountCodeSub,accountCodeSubAcct,amount,quantity,unitPrice,dueDate,voucher,doubleEntryId,inactive,deleted,createdBy,createdAt,updatedBy,updatedAt
362,181,CR,-1,19,8,VENDORS,660208.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
363,182,DR,1,7,,COA,562533.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
364,182,CR,-1,19,7,VENDORS,562533.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
365,183,DR,1,8,,COA,483801.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
366,183,CR,-1,19,4,VENDORS,483801.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
367,184,DR,1,7,,COA,517851.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
368,184,CR,-1,19,6,VENDORS,517851.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
369,185,DR,1,41,,COA,143924.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
370,185,CR,-1,8,,COA,143924.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
371,186,DR,1,7,,COA,552759.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
372,186,CR,-1,19,6,VENDORS,552759.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
373,187,DR,1,8,,COA,583794.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
374,187,CR,-1,19,3,VENDORS,583794.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
375,188,DR,1,53,,COA,284608.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
376,188,CR,-1,7,,COA,284608.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
377,189,DR,1,42,,COA,255778.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
378,189,CR,-1,7,,COA,255778.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.611Z
379,190,DR,1,13,7,CUSTOMERS,623000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
380,190,CR,-1,8,,COA,623000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
381,191,DR,1,13,7,CUSTOMERS,62300.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
382,191,CR,-1,30,,COA,62300.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
383,192,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
384,192,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
385,193,DR,1,13,4,CUSTOMERS,946000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
386,193,CR,-1,8,,COA,946000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
387,194,DR,1,13,4,CUSTOMERS,94600.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
388,194,CR,-1,30,,COA,94600.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
389,195,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
390,195,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
391,196,DR,1,13,3,CUSTOMERS,528000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
392,196,CR,-1,7,,COA,528000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
393,197,DR,1,13,3,CUSTOMERS,52800.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
394,197,CR,-1,30,,COA,52800.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
395,198,DR,1,7,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
396,198,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
397,199,DR,1,13,9,CUSTOMERS,890000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
398,199,CR,-1,8,,COA,890000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
399,200,DR,1,13,9,CUSTOMERS,89000.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
400,200,CR,-1,30,,COA,89000.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
401,201,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
402,201,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
403,202,DR,1,13,10,CUSTOMERS,987000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
404,202,CR,-1,8,,COA,987000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
405,203,DR,1,13,10,CUSTOMERS,98700.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
406,203,CR,-1,30,,COA,98700.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
407,204,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
408,204,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
409,205,DR,1,13,6,CUSTOMERS,650000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
410,205,CR,-1,8,,COA,650000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
411,206,DR,1,13,6,CUSTOMERS,65000.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
412,206,CR,-1,30,,COA,65000.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
413,207,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
414,207,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
415,208,DR,1,13,2,CUSTOMERS,658000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
416,208,CR,-1,7,,COA,658000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
417,209,DR,1,13,2,CUSTOMERS,65800.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
418,209,CR,-1,30,,COA,65800.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
419,210,DR,1,7,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
420,210,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
421,211,DR,1,13,1,CUSTOMERS,556000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
422,211,CR,-1,8,,COA,556000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
423,212,DR,1,13,1,CUSTOMERS,55600.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
424,212,CR,-1,30,,COA,55600.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
425,213,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
426,213,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
427,214,DR,1,13,8,CUSTOMERS,920000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
428,214,CR,-1,7,,COA,920000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
429,215,DR,1,13,8,CUSTOMERS,92000.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
430,215,CR,-1,30,,COA,92000.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
431,216,DR,1,7,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
432,216,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
433,217,DR,1,13,5,CUSTOMERS,526000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
434,217,CR,-1,8,,COA,526000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
435,218,DR,1,13,5,CUSTOMERS,52600.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
436,218,CR,-1,30,,COA,52600.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
437,219,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
438,219,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
439,220,DR,1,8,,COA,415649.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
440,220,CR,-1,19,7,VENDORS,415649.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
441,221,DR,1,53,,COA,118643.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
442,221,CR,-1,8,,COA,118643.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
443,222,DR,1,8,,COA,48585.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
444,222,CR,-1,19,1,VENDORS,48585.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
445,223,DR,1,8,,COA,414026.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
446,223,CR,-1,19,10,VENDORS,414026.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
447,224,DR,1,39,,COA,52063.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
448,224,CR,-1,7,,COA,52063.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
449,225,DR,1,51,,COA,50948.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
450,225,CR,-1,8,,COA,50948.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
451,226,DR,1,7,,COA,405019.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
452,226,CR,-1,19,2,VENDORS,405019.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
453,227,DR,1,7,,COA,377710.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
454,227,CR,-1,19,2,VENDORS,377710.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
455,228,DR,1,37,,COA,166439.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
456,228,CR,-1,8,,COA,166439.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
457,229,DR,1,7,,COA,691142.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
458,229,CR,-1,19,6,VENDORS,691142.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
459,230,DR,1,8,,COA,140503.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
460,230,CR,-1,19,10,VENDORS,140503.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
461,231,DR,1,49,,COA,76430.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
462,231,CR,-1,7,,COA,76430.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
463,232,DR,1,8,,COA,45596.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
464,232,CR,-1,19,7,VENDORS,45596.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
465,233,DR,1,8,,COA,137060.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
466,233,CR,-1,13,7,CUSTOMERS,137060.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
467,234,DR,1,8,,COA,208120.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
468,234,CR,-1,13,4,CUSTOMERS,208120.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
469,235,DR,1,8,,COA,195800.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
470,235,CR,-1,13,9,CUSTOMERS,195800.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
471,236,DR,1,8,,COA,116160.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
472,236,CR,-1,13,3,CUSTOMERS,116160.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
473,237,DR,1,8,,COA,143000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
474,237,CR,-1,13,6,CUSTOMERS,143000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
475,238,DR,1,7,,COA,217140.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
476,238,CR,-1,13,10,CUSTOMERS,217140.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
477,239,DR,1,7,,COA,122320.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
478,239,CR,-1,13,1,CUSTOMERS,122320.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
479,240,DR,1,7,,COA,144760.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
480,240,CR,-1,13,2,CUSTOMERS,144760.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
481,241,DR,1,8,,COA,202400.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
482,241,CR,-1,13,8,CUSTOMERS,202400.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
483,242,DR,1,8,,COA,115720.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
484,242,CR,-1,13,5,CUSTOMERS,115720.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
485,243,DR,1,8,,COA,234130.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
486,243,CR,-1,19,6,VENDORS,234130.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z
487,244,DR,1,7,,COA,487548.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.612Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
488,244,CR,-1,19,1,VENDORS,487548.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
489,245,DR,1,8,,COA,22055.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
490,245,CR,-1,19,6,VENDORS,22055.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
491,246,DR,1,36,,COA,392334.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
492,246,CR,-1,8,,COA,392334.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
493,247,DR,1,43,,COA,154979.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
494,247,CR,-1,8,,COA,154979.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
495,248,DR,1,46,,COA,195740.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
496,248,CR,-1,7,,COA,195740.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
497,249,DR,1,7,,COA,489545.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
498,249,CR,-1,19,1,VENDORS,489545.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
499,250,DR,1,43,,COA,158603.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
500,250,CR,-1,7,,COA,158603.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
501,251,DR,1,7,,COA,176473.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
502,251,CR,-1,19,9,VENDORS,176473.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.613Z
